JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,School_Type,School_Location,Extra_Tutorials,Access_To_Learning_Materials,Parent_Involvement,IT_Knowledge,Student_ID,Age,Gender,Socioeconomic_Status,Parent_Education_Level,Assignments_Completed
120,13,66,2,13.0,Public,Urban,Yes,Yes,Medium,Low,3997,19,Male,Medium,Secondary,1
188,29,100,2,0.0,Public,Rural,Yes,Yes,Low,Medium,3998,22,Female,High,Tertiary,3
138,8,85,2,0.4,Private,Rural,Yes,Yes,Low,High,3999,18,Female,Medium,Secondary,1
263,20,91,3,2.2,Public,Urban,Yes,Yes,Medium,Medium,4000,15,Male,Medium,Tertiary,4
216,14,77,4,6.4,Public,Rural,Yes,Yes,Medium,Medium,4001,18,Male,Medium,Secondary,2
215,24,89,4,0.0,Public,Urban,No,Yes,High,High,4002,18,Male,Medium,Secondary,3
183,10,83,1,11.4,Public,Urban,No,No,Medium,Medium,4003,22,Female,Medium,None,1
107,8,62,2,15.0,Private,Urban,Yes,Yes,Low,Low,4004,21,Male,High,Tertiary,2
188,14,75,4,12.5,Public,Urban,No,Yes,Medium,Medium,4005,18,Female,High,Tertiary,1
165,16,91,2,15.2,Public,Urban,Yes,Yes,Low,High,4006,15,Male,Medium,Tertiary,1
173,6,100,4,9.4,Private,Rural,No,Yes,Low,Low,4007,16,Male,Medium,Secondary,1
145,18,86,2,8.8,Public,Urban,Yes,No,Medium,Low,4008,19,Male,Medium,None,2
112,26,91,2,9.6,Public,Rural,No,No,Low,Low,4009,19,Female,Low,Primary,2
225,25,86,2,9.5,Public,Urban,Yes,Yes,Low,Medium,4010,16,Male,Medium,Secondary,2
213,37,86,2,8.9,Public,Urban,Yes,Yes,High,High,4011,18,Female,Low,None,2
162,31,94,3,1.2,Private,Rural,No,No,Medium,High,4012,16,Female,Low,None,3
198,29,100,3,6.6,Public,Urban,No,Yes,Low,Low,4013,20,Female,Medium,None,3
213,23,99,3,4.8,Public,Urban,Yes,Yes,Low,High,4014,17,Female,Low,None,2
293,30,82,2,7.7,Public,Urban,Yes,No,High,High,4015,17,Female,Medium,Secondary,2
116,22,80,2,18.9,Public,Rural,Yes,Yes,High,Medium,4016,15,Male,Low,Secondary,2
184,17,88,4,19.2,Public,Urban,Yes,No,Medium,Medium,4017,15,Female,Low,Primary,1
183,3,82,4,0.0,Public,Urban,No,No,Medium,High,4018,17,Female,Medium,Tertiary,1
233,29,92,3,12.1,Public,Rural,Yes,No,High,High,4019,20,Male,High,Secondary,4
242,15,96,1,12.4,Public,Rural,Yes,Yes,High,High,4020,20,Female,Medium,Tertiary,2
199,13,95,3,8.5,Public,Rural,No,Yes,Low,Low,4021,16,Female,High,Secondary,1
142,17,98,2,7.5,Public,Rural,Yes,Yes,High,Medium,4022,22,Male,Low,Primary,1
226,23,84,4,6.0,Private,Rural,Yes,No,High,High,4023,21,Female,High,Tertiary,1
136,4,69,3,1.3,Private,Urban,Yes,No,Low,Low,4024,22,Female,High,Primary,1
255,28,93,2,1.4,Private,Urban,No,Yes,Medium,Low,4025,20,Male,Medium,Primary,1
187,29,100,3,14.0,Public,Urban,No,No,Medium,High,4026,22,Male,Medium,Secondary,3
178,10,80,4,5.0,Public,Rural,Yes,Yes,Low,Low,4027,15,Male,Low,Secondary,1
150,29,89,2,12.2,Private,Urban,No,No,Low,Medium,4028,21,Male,Medium,Tertiary,1
169,5,91,1,10.7,Private,Urban,Yes,No,High,Medium,4029,16,Male,Low,Secondary,1
164,38,85,1,15.7,Public,Urban,No,Yes,Medium,Low,4030,15,Male,High,Secondary,3
135,13,82,2,19.1,Public,Urban,Yes,Yes,Medium,High,4031,22,Female,Low,None,2
237,26,79,2,9.5,Public,Urban,No,No,Low,High,4032,19,Female,Medium,Secondary,1
141,0,61,3,15.2,Private,Rural,Yes,No,Medium,Low,4033,16,Female,Medium,Primary,1
170,19,74,1,5.3,Private,Urban,No,Yes,Medium,Low,4034,17,Female,Low,Primary,2
151,20,79,4,11.7,Private,Urban,No,Yes,Low,Low,4035,17,Male,Low,Primary,1
112,14,91,1,9.1,Public,Urban,No,Yes,Low,Low,4036,20,Female,Medium,Primary,1
157,13,82,5,3.2,Public,Urban,Yes,No,Low,Low,4037,21,Female,Low,Secondary,1
208,14,81,4,17.2,Public,Urban,Yes,No,Medium,High,4038,15,Female,Low,Primary,1
154,28,75,2,13.9,Private,Urban,No,Yes,High,High,4039,16,Female,Low,Primary,2
209,23,93,1,8.7,Private,Urban,No,No,Low,High,4040,18,Male,Low,None,1
114,29,93,2,9.0,Public,Urban,Yes,Yes,Low,Medium,4041,21,Male,Low,Primary,2
130,11,92,2,4.8,Public,Urban,Yes,No,Medium,Medium,4042,22,Female,Low,Secondary,1
155,14,89,1,5.8,Public,Urban,No,Yes,Medium,Medium,4043,17,Male,Medium,Secondary,1
214,30,73,3,9.1,Public,Rural,No,Yes,Medium,High,4044,17,Male,Low,Primary,2
227,9,84,2,7.9,Public,Urban,No,Yes,Medium,High,4045,16,Male,Medium,Tertiary,1
146,6,100,2,8.6,Private,Rural,No,Yes,Low,Medium,4046,16,Male,Low,None,1
170,29,95,2,17.5,Private,Urban,No,Yes,Low,High,4047,15,Female,Low,None,1
217,13,72,2,10.3,Public,Rural,Yes,Yes,Low,Low,4048,22,Female,Low,Primary,1
187,4,85,5,8.6,Public,Rural,Yes,Yes,Low,High,4049,22,Male,Low,Primary,1
183,37,88,2,7.5,Public,Rural,No,Yes,Medium,Low,4050,20,Male,Medium,Secondary,2
125,3,74,3,15.2,Public,Urban,Yes,No,Medium,Medium,4051,20,Female,Low,Primary,1
229,26,66,3,15.9,Private,Urban,Yes,Yes,Low,Low,4052,18,Male,Medium,Primary,3
210,23,87,3,10.8,Private,Urban,Yes,Yes,Low,High,4053,22,Female,Medium,Primary,1
100,0,72,2,0.7,Public,Urban,Yes,No,Medium,High,4054,21,Male,Medium,Secondary,1
184,18,77,3,14.1,Public,Urban,Yes,Yes,Medium,Medium,4055,17,Male,High,Secondary,1
186,25,82,3,3.9,Public,Rural,Yes,Yes,Low,High,4056,16,Female,Medium,Tertiary,2
167,22,83,3,2.0,Public,Urban,Yes,Yes,Low,Low,4057,22,Male,Low,Secondary,1
121,23,81,2,10.3,Public,Urban,No,Yes,Medium,Low,4058,17,Male,Low,Primary,1
100,10,71,2,14.3,Public,Urban,No,No,Low,Low,4059,21,Male,Medium,Secondary,1
232,31,86,2,6.7,Private,Rural,Yes,No,Medium,Medium,4060,22,Male,High,Tertiary,2
135,10,65,2,9.4,Public,Urban,Yes,Yes,Low,Medium,4061,18,Female,Medium,Secondary,1
223,11,90,3,13.9,Private,Rural,No,Yes,High,High,4062,20,Male,Medium,None,1
154,6,56,3,13.6,Public,Rural,Yes,No,Medium,Low,4063,22,Female,Low,None,1
123,2,78,2,8.2,Private,Rural,No,No,Medium,Low,4064,20,Male,Medium,None,1
153,27,92,2,5.4,Private,Rural,No,No,Low,Low,4065,21,Male,Low,Tertiary,2
179,6,75,2,11.6,Public,Urban,Yes,Yes,Medium,Low,4066,19,Female,Medium,Secondary,1
200,24,93,2,10.1,Public,Urban,Yes,No,Medium,Low,4067,19,Male,Low,None,1
234,22,99,3,5.9,Private,Rural,Yes,No,Medium,Low,4068,18,Male,High,Secondary,1
136,15,51,2,11.3,Public,Urban,No,Yes,High,Medium,4069,16,Female,Low,Tertiary,1
153,30,82,3,11.7,Public,Urban,Yes,No,High,High,4070,19,Male,Medium,Primary,1
127,12,54,3,14.4,Private,Urban,Yes,No,Low,Low,4071,21,Male,Medium,Primary,1
102,19,79,1,14.7,Public,Urban,No,Yes,Medium,High,4072,21,Female,Low,None,1
241,25,88,3,0.0,Public,Urban,No,Yes,Medium,Medium,4073,16,Male,Medium,Tertiary,2
246,24,65,3,10.2,Public,Urban,No,Yes,Medium,Medium,4074,15,Female,Medium,None,2
231,40,100,5,2.4,Public,Rural,Yes,Yes,Medium,High,4075,17,Male,Low,Tertiary,4
131,3,84,2,1.8,Public,Rural,Yes,No,Low,Low,4076,21,Male,Low,Secondary,1
100,25,72,3,11.7,Public,Rural,Yes,Yes,High,High,4077,22,Male,Medium,Primary,2
101,19,94,2,8.9,Public,Urban,Yes,No,Medium,Low,4078,15,Male,Medium,Tertiary,2
170,15,67,1,9.5,Public,Urban,Yes,Yes,Medium,Medium,4079,22,Male,Medium,Secondary,1
108,29,69,2,18.9,Public,Urban,Yes,Yes,Medium,Low,4080,21,Female,Low,None,2
148,1,61,3,18.2,Public,Rural,No,No,Medium,Medium,4081,21,Female,Low,Primary,1
183,16,100,2,9.6,Private,Urban,No,Yes,Low,Medium,4082,19,Female,Low,Secondary,1
199,11,89,1,11.9,Public,Urban,No,Yes,Low,High,4083,19,Male,High,Tertiary,1
244,29,95,3,0.0,Private,Urban,Yes,Yes,High,Medium,4084,16,Female,Low,None,2
240,15,91,2,10.5,Public,Rural,No,Yes,High,High,4085,19,Male,Low,None,1
117,19,86,2,0.6,Public,Rural,No,Yes,High,High,4086,16,Male,Medium,Secondary,1
142,15,83,4,12.8,Public,Urban,No,Yes,Low,Medium,4087,18,Male,Low,Secondary,3
255,22,92,4,0.0,Public,Urban,Yes,Yes,Medium,Medium,4088,19,Male,Low,Secondary,3
246,29,90,4,6.6,Public,Rural,Yes,No,High,High,4089,18,Female,High,Tertiary,4
204,20,80,2,6.8,Private,Rural,Yes,Yes,Medium,High,4090,18,Female,High,Tertiary,1
136,7,81,2,13.0,Private,Urban,Yes,Yes,Medium,High,4091,20,Female,Low,Primary,1
136,40,85,1,7.4,Public,Urban,Yes,Yes,Low,Low,4092,17,Female,Medium,Tertiary,1
275,24,92,2,0.2,Public,Rural,Yes,Yes,Low,High,4093,20,Female,High,Tertiary,2
171,0,70,2,10.8,Private,Urban,No,Yes,Low,Low,4094,16,Male,Medium,Secondary,1
232,17,75,2,11.1,Public,Rural,No,Yes,Medium,High,4095,18,Female,Medium,Secondary,1
119,4,91,3,11.8,Public,Urban,No,No,Low,High,4096,17,Male,Medium,Tertiary,1
323,39,91,1,0.1,Public,Urban,Yes,Yes,High,Medium,4097,19,Female,High,Secondary,2
236,28,94,4,4.9,Public,Rural,No,No,Low,Low,4098,19,Female,High,Tertiary,2
188,24,75,4,2.4,Public,Rural,Yes,No,Medium,Low,4099,18,Male,High,Secondary,2
223,20,73,3,7.9,Public,Urban,No,No,High,Medium,4100,20,Female,Low,Secondary,1
132,14,74,1,10.2,Public,Urban,No,Yes,Medium,Low,4101,19,Female,Medium,Tertiary,1
172,16,82,1,7.8,Private,Rural,Yes,No,Low,Medium,4102,16,Female,High,Tertiary,1
109,13,74,2,5.2,Public,Urban,No,No,Low,Low,4103,21,Female,Medium,Secondary,2
184,28,97,3,11.1,Public,Urban,Yes,Yes,Medium,High,4104,19,Female,Low,Tertiary,2
114,18,82,2,3.6,Public,Urban,No,Yes,Low,Medium,4105,15,Female,Medium,Primary,1
168,24,100,1,8.2,Private,Urban,No,Yes,High,Medium,4106,19,Male,Medium,Secondary,1
121,20,85,3,20.0,Public,Urban,Yes,No,Medium,Low,4107,18,Female,Low,Primary,2
186,29,62,4,5.3,Public,Urban,Yes,No,Medium,Low,4108,17,Male,Low,Secondary,1
222,26,97,3,16.0,Public,Urban,No,No,Medium,Medium,4109,16,Male,Medium,Tertiary,4
190,24,71,3,5.4,Public,Urban,Yes,Yes,High,High,4110,16,Female,High,Tertiary,4
133,27,84,1,5.8,Public,Rural,Yes,Yes,Medium,High,4111,17,Male,Low,None,4
159,12,76,2,8.5,Public,Urban,No,No,Medium,Low,4112,16,Female,Medium,Secondary,1
232,17,100,3,6.6,Public,Rural,No,Yes,High,High,4113,22,Female,Medium,Primary,1
205,11,100,3,4.0,Private,Urban,Yes,Yes,High,Low,4114,20,Male,Low,None,1
233,26,81,2,11.9,Public,Urban,Yes,No,Low,High,4115,18,Male,High,Secondary,1
192,4,84,2,5.7,Private,Rural,No,Yes,Low,Low,4116,18,Male,High,Secondary,1
135,21,84,2,4.5,Public,Rural,No,No,Low,Low,4117,17,Male,Low,Primary,1
214,22,95,2,0.6,Public,Rural,No,No,Low,Medium,4118,18,Female,Medium,Secondary,2
235,35,88,3,15.0,Private,Rural,No,No,High,High,4119,15,Female,High,None,2
227,18,78,1,7.3,Private,Urban,No,Yes,Medium,Low,4120,18,Male,High,Tertiary,2
179,18,78,2,14.8,Public,Urban,Yes,Yes,Low,Low,4121,16,Male,Low,Tertiary,2
215,33,87,3,14.7,Public,Rural,Yes,Yes,Low,High,4122,17,Female,High,Tertiary,3
141,29,94,2,8.5,Private,Rural,Yes,Yes,High,Medium,4123,20,Female,Low,Primary,1
267,21,94,3,8.6,Public,Urban,No,Yes,High,High,4124,15,Male,High,Secondary,1
138,18,75,2,4.5,Public,Rural,No,No,Medium,Low,4125,18,Male,Medium,Secondary,2
138,19,88,2,12.1,Public,Urban,No,Yes,Medium,High,4126,15,Male,Medium,Secondary,1
114,18,77,2,11.3,Public,Rural,Yes,Yes,Medium,Low,4127,22,Female,Low,None,1
160,16,92,3,9.1,Public,Urban,No,Yes,Medium,High,4128,19,Male,Medium,Secondary,1
186,32,100,1,14.3,Private,Rural,No,No,Low,Low,4129,19,Female,Low,None,2
147,0,79,3,14.0,Public,Rural,No,Yes,Medium,High,4130,15,Female,Low,Primary,1
160,15,91,2,4.4,Private,Rural,Yes,Yes,Medium,Medium,4131,19,Male,High,Tertiary,1
183,24,78,4,12.7,Public,Urban,Yes,Yes,Medium,Medium,4132,19,Female,Medium,None,2
100,18,79,1,4.7,Public,Rural,No,Yes,Medium,Low,4133,19,Female,Low,Secondary,3
114,27,81,1,7.5,Public,Urban,Yes,Yes,High,Medium,4134,22,Male,Medium,Primary,2
230,35,86,3,17.3,Private,Rural,Yes,Yes,Medium,Medium,4135,20,Male,High,Tertiary,3
116,12,100,3,7.9,Public,Rural,No,Yes,Medium,Medium,4136,21,Male,Medium,Secondary,1
112,26,78,1,8.0,Public,Urban,No,Yes,Medium,Medium,4137,21,Female,Low,None,3
127,9,87,1,8.3,Private,Rural,Yes,Yes,Low,Medium,4138,20,Male,Medium,None,1
234,33,70,3,10.1,Private,Rural,No,Yes,Medium,Low,4139,22,Female,Medium,Secondary,4
163,35,88,2,14.9,Public,Urban,Yes,Yes,Medium,High,4140,22,Male,Medium,Primary,2
172,30,95,4,3.1,Private,Urban,No,No,Medium,High,4141,17,Female,Medium,Tertiary,2
120,16,76,2,11.1,Public,Urban,Yes,No,Low,Low,4142,17,Male,High,Tertiary,2
149,14,59,1,14.8,Public,Urban,No,Yes,Medium,Medium,4143,19,Male,Low,None,2
129,2,81,3,8.1,Public,Rural,Yes,No,Medium,Low,4144,16,Female,Low,Primary,1
210,25,87,4,13.4,Public,Rural,Yes,Yes,Medium,High,4145,19,Female,High,Tertiary,2
172,9,91,3,14.9,Public,Rural,No,Yes,Medium,Low,4146,19,Female,Medium,Secondary,1
100,6,99,3,12.7,Public,Rural,No,No,Low,High,4147,19,Female,Medium,Primary,1
224,13,84,4,12.8,Public,Rural,No,Yes,High,Medium,4148,16,Male,Medium,Tertiary,1
185,16,77,2,14.5,Private,Rural,Yes,Yes,Medium,Low,4149,16,Male,High,Tertiary,2
173,19,73,3,5.9,Private,Rural,Yes,No,Medium,High,4150,20,Male,Medium,Secondary,1
173,22,86,1,10.6,Public,Rural,No,Yes,Medium,Medium,4151,19,Male,High,Tertiary,1
169,14,89,3,3.6,Private,Rural,Yes,Yes,Low,Medium,4152,18,Female,Low,None,1
229,34,83,3,13.8,Private,Rural,Yes,Yes,Low,Low,4153,20,Female,Low,Primary,1
241,23,96,4,18.1,Public,Rural,No,Yes,Low,Medium,4154,15,Male,Low,Secondary,2
200,15,90,4,8.9,Private,Urban,Yes,Yes,Low,High,4155,22,Female,High,Secondary,1
147,19,83,3,0.8,Private,Rural,No,Yes,Medium,Medium,4156,17,Female,High,Secondary,2
114,32,72,2,7.9,Public,Rural,Yes,Yes,Medium,Low,4157,15,Male,High,Secondary,2
107,17,76,3,0.0,Private,Rural,No,Yes,Low,Low,4158,17,Male,Medium,Tertiary,1
168,16,61,3,8.4,Public,Urban,Yes,Yes,Medium,Medium,4159,21,Female,Medium,Secondary,1
246,12,91,3,8.0,Public,Urban,Yes,Yes,Low,Low,4160,20,Male,Medium,Tertiary,1
210,21,87,4,20.0,Private,Rural,Yes,Yes,High,Low,4161,15,Female,Low,Primary,3
219,25,89,4,7.3,Private,Urban,No,Yes,Low,Low,4162,20,Male,High,Tertiary,1
181,17,90,2,9.0,Public,Urban,Yes,No,Medium,Medium,4163,22,Male,Low,Secondary,1
209,7,90,3,11.7,Public,Urban,Yes,No,Medium,Low,4164,16,Male,High,Primary,1
129,8,80,2,11.2,Public,Urban,Yes,No,Low,Low,4165,21,Male,High,Secondary,2
130,29,82,1,10.8,Public,Urban,No,No,Medium,Low,4166,21,Female,Low,None,2
167,32,71,2,11.0,Public,Rural,Yes,Yes,Medium,Medium,4167,19,Female,Low,None,3
169,11,78,4,0.0,Public,Rural,Yes,No,Medium,Medium,4168,22,Female,Low,Tertiary,1
225,30,88,2,11.3,Private,Urban,Yes,Yes,Medium,High,4169,17,Female,Low,Secondary,2
116,4,74,4,9.7,Public,Urban,No,Yes,Low,Medium,4170,19,Male,Medium,None,1
150,30,91,3,12.3,Public,Urban,No,Yes,Medium,Medium,4171,19,Male,Medium,None,1
278,30,85,4,4.9,Public,Rural,No,Yes,High,Medium,4172,20,Female,Medium,Secondary,4
129,24,84,3,9.6,Public,Rural,No,No,Medium,Medium,4173,21,Female,Medium,Primary,2
174,4,85,2,11.4,Public,Urban,No,Yes,Low,Low,4174,16,Female,Low,None,1
125,22,88,2,20.0,Public,Urban,Yes,Yes,Medium,Low,4175,17,Female,Low,Secondary,4
224,24,96,4,8.2,Public,Urban,Yes,Yes,Low,Low,4176,21,Male,Low,Primary,1
125,23,88,2,12.1,Public,Urban,No,No,Medium,Medium,4177,18,Female,Medium,Secondary,2
235,33,68,4,9.6,Public,Rural,Yes,Yes,High,High,4178,16,Female,High,Primary,2
112,15,92,1,16.7,Public,Urban,Yes,Yes,Medium,Low,4179,19,Male,High,Secondary,1
165,13,98,1,2.8,Public,Urban,Yes,Yes,High,Medium,4180,20,Male,Medium,Tertiary,1
127,23,77,4,6.1,Public,Urban,Yes,Yes,Low,Medium,4181,22,Female,Low,None,1
240,25,91,3,2.0,Private,Urban,Yes,Yes,Low,Medium,4182,17,Female,Medium,Tertiary,2
220,15,79,2,3.6,Public,Urban,No,No,Low,Low,4183,16,Male,Medium,Secondary,1
197,13,67,4,6.7,Private,Rural,Yes,Yes,High,Low,4184,16,Female,Low,Primary,1
140,3,75,3,16.2,Public,Rural,No,Yes,Medium,Low,4185,18,Male,High,Tertiary,1
195,17,80,3,0.3,Public,Rural,Yes,Yes,Low,High,4186,21,Female,Low,None,2
127,26,78,2,15.2,Public,Urban,Yes,Yes,Low,Low,4187,21,Female,Medium,Tertiary,2
250,27,80,3,10.5,Private,Rural,No,No,High,Medium,4188,15,Male,High,Tertiary,2
203,17,79,3,6.1,Public,Rural,Yes,No,Low,High,4189,17,Male,High,Secondary,2
109,21,80,3,6.8,Public,Rural,No,Yes,Low,Medium,4190,17,Male,Low,Primary,3
367,28,89,3,5.0,Public,Rural,No,No,Medium,Medium,4191,17,Female,Medium,Tertiary,1
244,26,94,3,11.3,Public,Rural,No,Yes,Low,Medium,4192,17,Female,Medium,Tertiary,4
134,15,88,2,13.5,Private,Urban,Yes,Yes,Low,Medium,4193,21,Female,Low,Secondary,1
140,24,100,3,0.0,Private,Urban,No,No,Medium,Medium,4194,15,Male,Low,Primary,4
117,1,91,3,10.8,Public,Urban,Yes,Yes,Low,Medium,4195,21,Female,Low,Primary,1
113,7,83,1,11.5,Public,Urban,Yes,Yes,Medium,Medium,4196,16,Male,Low,Tertiary,1
153,3,77,2,13.9,Public,Urban,Yes,No,Medium,Medium,4197,16,Female,Low,Primary,1
239,23,91,2,8.0,Private,Urban,Yes,Yes,High,High,4198,21,Male,Low,None,1
329,40,97,4,7.3,Public,Urban,Yes,Yes,Low,High,4199,20,Male,Medium,Tertiary,5
118,10,76,3,10.7,Private,Rural,No,Yes,Low,Medium,4200,15,Male,Low,Primary,1
107,9,88,2,8.8,Public,Rural,No,Yes,Low,Medium,4201,16,Female,High,Secondary,1
166,27,71,2,1.1,Public,Rural,Yes,Yes,Medium,Medium,4202,15,Female,Medium,Secondary,1
185,30,83,3,12.9,Public,Rural,Yes,No,Low,High,4203,15,Female,Medium,None,2
216,22,92,3,9.3,Private,Rural,No,Yes,Medium,Low,4204,22,Female,Low,Primary,1
108,20,77,1,14.0,Public,Rural,Yes,Yes,Medium,Medium,4205,16,Female,Medium,Secondary,1
120,5,79,1,9.1,Private,Urban,No,Yes,Medium,Low,4206,20,Female,Low,None,1
231,37,87,1,12.3,Public,Urban,Yes,No,Medium,Medium,4207,21,Female,High,Secondary,2
234,40,80,4,12.0,Public,Rural,Yes,No,Medium,High,4208,21,Female,High,Secondary,4
174,24,95,3,17.4,Public,Urban,Yes,Yes,High,Low,4209,22,Female,Medium,Tertiary,2
103,0,70,2,10.3,Public,Urban,Yes,Yes,Low,Low,4210,21,Male,Medium,Secondary,1
139,12,85,3,8.2,Public,Urban,Yes,Yes,Low,Low,4211,16,Female,Low,None,1
229,30,92,2,0.0,Public,Urban,Yes,Yes,Low,Medium,4212,15,Male,Medium,Tertiary,3
190,17,76,1,7.4,Public,Rural,Yes,Yes,Medium,Low,4213,18,Female,High,Secondary,2
219,35,88,3,11.8,Public,Urban,No,No,High,Medium,4214,19,Female,Low,Secondary,1
110,20,72,2,17.6,Public,Urban,No,No,Low,Medium,4215,17,Male,Low,None,2
258,20,100,1,15.3,Public,Urban,Yes,No,Medium,High,4216,15,Female,High,Tertiary,2
172,20,73,3,16.6,Public,Rural,No,Yes,High,Low,4217,22,Female,Medium,Secondary,2
125,7,75,2,0.9,Public,Rural,No,Yes,Medium,Medium,4218,16,Female,Medium,Secondary,1
176,18,73,2,8.5,Public,Urban,Yes,Yes,Low,Low,4219,20,Female,High,Secondary,2
157,13,70,2,13.2,Public,Rural,Yes,Yes,High,Low,4220,22,Female,Low,Secondary,2
218,34,100,1,14.4,Private,Urban,No,No,Low,High,4221,15,Female,Medium,Secondary,3
176,39,90,2,14.3,Public,Urban,No,Yes,Low,Low,4222,22,Male,Medium,None,2
165,6,85,2,13.2,Public,Rural,Yes,Yes,High,Low,4223,16,Male,Medium,None,1
185,3,79,3,3.1,Public,Urban,Yes,Yes,Low,Low,4224,15,Female,High,Secondary,1
172,17,93,2,10.2,Private,Urban,Yes,Yes,High,High,4225,21,Female,Medium,None,1
183,7,77,3,17.3,Public,Rural,No,Yes,Low,Low,4226,16,Male,Low,None,1
232,25,95,1,0.0,Private,Urban,Yes,Yes,High,Low,4227,18,Male,High,Secondary,2
129,23,73,1,16.3,Public,Urban,Yes,No,Medium,Medium,4228,20,Female,High,Secondary,1
246,39,83,3,12.2,Public,Urban,Yes,No,Medium,Low,4229,21,Female,Medium,Secondary,5
251,28,96,3,2.5,Public,Urban,No,Yes,Medium,Low,4230,19,Male,High,Secondary,2
242,23,97,4,7.1,Public,Urban,No,Yes,Low,Low,4231,22,Male,Low,None,3
102,0,85,1,13.2,Public,Rural,Yes,No,Low,Medium,4232,16,Male,Low,Primary,1
183,21,75,3,16.2,Public,Urban,Yes,Yes,Medium,Medium,4233,20,Female,Medium,Primary,3
179,21,80,2,14.9,Private,Urban,Yes,No,High,Medium,4234,18,Male,Medium,Tertiary,1
148,23,84,2,14.9,Public,Rural,Yes,No,Medium,Low,4235,19,Female,Low,Tertiary,3
148,11,75,3,10.2,Public,Urban,Yes,Yes,High,Medium,4236,21,Male,Low,Primary,2
132,12,95,3,9.5,Public,Urban,No,Yes,High,Medium,4237,22,Male,Medium,Secondary,1
175,6,62,3,10.7,Private,Rural,Yes,No,High,Low,4238,16,Female,Medium,Primary,1
191,0,78,5,10.0,Public,Urban,Yes,Yes,High,Medium,4239,17,Male,Low,Secondary,1
213,13,82,4,14.9,Public,Rural,Yes,No,Low,Medium,4240,15,Male,Medium,Secondary,1
144,3,55,2,8.8,Public,Urban,Yes,Yes,Medium,High,4241,22,Male,Medium,Primary,1
170,22,71,3,3.5,Public,Urban,Yes,Yes,Medium,Medium,4242,15,Male,Medium,Secondary,1
241,20,94,3,10.1,Public,Rural,No,Yes,Low,High,4243,21,Male,High,Tertiary,3
145,12,83,4,11.2,Public,Urban,Yes,Yes,High,High,4244,15,Male,Medium,Secondary,1
143,8,97,3,9.9,Public,Urban,Yes,No,Low,High,4245,21,Female,Medium,None,2
194,0,100,2,4.1,Public,Urban,Yes,No,Medium,Medium,4246,16,Male,Low,None,1
151,31,87,3,14.8,Public,Rural,No,No,Low,Low,4247,17,Male,Low,Secondary,3
156,9,86,1,2.8,Public,Urban,No,Yes,Medium,Low,4248,22,Female,High,Secondary,2
121,11,82,2,8.4,Public,Rural,Yes,No,Low,Medium,4249,17,Male,High,Tertiary,1
171,6,59,2,9.9,Public,Urban,Yes,Yes,Medium,Medium,4250,17,Male,Low,Tertiary,1
172,28,71,1,3.8,Public,Urban,No,No,Medium,Low,4251,20,Male,High,Primary,2
186,22,86,3,15.9,Private,Rural,Yes,No,High,Medium,4252,19,Male,Medium,None,1
160,11,89,3,7.5,Private,Rural,No,Yes,Medium,High,4253,20,Female,Medium,Primary,1
115,11,83,3,8.4,Private,Urban,Yes,Yes,Low,Low,4254,22,Female,Low,Primary,1
160,34,75,2,14.9,Public,Urban,No,No,Medium,Medium,4255,21,Male,Medium,Primary,4
221,23,96,2,7.1,Public,Urban,Yes,Yes,High,Medium,4256,16,Female,High,Tertiary,2
153,16,97,1,8.8,Public,Urban,Yes,Yes,Medium,Low,4257,18,Male,Low,Secondary,3
181,12,94,2,10.8,Public,Urban,No,No,Medium,Low,4258,19,Female,Low,Secondary,1
181,3,94,2,5.5,Public,Rural,Yes,Yes,Low,High,4259,16,Male,Medium,Primary,1
148,16,77,3,13.2,Public,Rural,No,Yes,Low,High,4260,17,Female,Low,Secondary,2
164,22,94,3,8.7,Private,Rural,Yes,Yes,High,High,4261,20,Male,Low,Tertiary,4
276,38,92,2,9.6,Public,Rural,Yes,Yes,High,Medium,4262,16,Male,Medium,Tertiary,4
104,0,85,1,13.9,Public,Rural,Yes,Yes,Low,Low,4263,17,Female,High,Tertiary,1
156,8,87,2,7.6,Public,Urban,No,Yes,Medium,High,4264,18,Male,Medium,None,1
114,9,79,1,11.7,Public,Urban,No,Yes,Medium,High,4265,17,Male,Low,Primary,1
175,20,76,3,17.5,Public,Urban,Yes,Yes,Medium,High,4266,19,Female,Low,Primary,1
136,15,81,2,19.6,Public,Urban,No,Yes,Medium,Low,4267,16,Male,Low,None,1
240,24,98,3,5.2,Private,Rural,Yes,No,Medium,Medium,4268,22,Male,Medium,Primary,2
201,26,82,4,15.9,Private,Rural,No,Yes,High,High,4269,15,Female,Low,Tertiary,1
184,12,93,3,8.5,Public,Urban,No,Yes,High,Medium,4270,17,Female,Medium,Tertiary,1
262,35,97,3,8.8,Private,Rural,No,No,High,Medium,4271,22,Male,High,Primary,2
216,27,84,3,11.4,Public,Rural,Yes,Yes,Medium,High,4272,22,Male,High,Secondary,2
164,16,97,3,0.1,Public,Urban,Yes,Yes,Low,Medium,4273,17,Male,Medium,Tertiary,2
150,32,79,3,9.3,Public,Rural,No,Yes,Medium,Low,4274,22,Female,Medium,Secondary,3
139,31,96,3,6.5,Public,Urban,No,Yes,Medium,Low,4275,15,Male,Medium,Secondary,2
178,28,89,2,8.5,Public,Urban,No,No,High,High,4276,22,Female,Low,Primary,1
